plz,ort,stadtteil,termin,termin_vom,muellart,latitude,longitude,strasse_final
48147,Münster,,2025-05-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-06-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-07-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-08-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-09-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-10-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-11-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48147,Münster,,2025-12-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9668383,7.6350889,Aakamp
48167,Münster,,2025-05-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-07-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-08-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-09-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-10-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-11-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-12-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.926359,7.6652762,Aberdeenweg
48167,Münster,,2025-05-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-06-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-07-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-08-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-09-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-10-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-11-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48167,Münster,,2025-12-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9224629,7.7307922,Achatiusweg
48143,Münster,,2025-05-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-06-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-07-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-08-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-09-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-10-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-11-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48143,Münster,,2025-12-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9577382,7.6334155,Achtermannstraße
48155,Münster,,2025-05-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-06-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-07-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-08-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-09-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-10-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-11-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48155,Münster,,2025-12-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957681,7.6779786,Adalbert-Stifter-Straße
48161,Münster,,2025-05-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-06-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-07-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-08-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-09-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-10-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-11-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48161,Münster,,2025-12-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9980401,7.5543548,Adelword
48149,Münster,,2025-05-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48149,Münster,,2025-06-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48149,Münster,,2025-07-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48149,Münster,,2025-08-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48149,Münster,,2025-09-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48149,Münster,,2025-10-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48149,Münster,,2025-11-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.957786,7.6150783,Adenauerallee
48155,Münster,,2025-05-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-06-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-07-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-08-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-09-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-10-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-11-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48155,Münster,,2025-12-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9663413,7.6798363,Adlerhorst
48145,Münster,,2025-05-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-06-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-07-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-08-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-09-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-10-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-11-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-12-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9659381,7.6618192,Admiral-Scheer-Straße
48145,Münster,,2025-05-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-06-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-07-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-08-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-09-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-10-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-11-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48145,Münster,,2025-12-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9673409,7.6610761,Admiral-Spee-Straße
48159,Münster,,2025-05-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-06-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-07-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-08-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-09-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-10-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-11-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48159,Münster,,2025-12-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9920442,7.6010457,Adolf-Reichwein-Straße
48161,Münster,,2025-05-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-06-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-07-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-08-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-09-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-10-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-11-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48161,Münster,,2025-12-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9939298,7.5614796,Adolf-Risse-Weg
48165,Münster,,2025-05-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-06-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-07-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-08-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-09-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-10-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-11-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48165,Münster,,2025-12-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.8999539,7.669487,Adolf-Wentrup-Weg 8-36
48145,Münster,,2025-05-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-06-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-07-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-08-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-09-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-10-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-11-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48145,Münster,,2025-12-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.963236,7.6432928,Adolfstraße
48143,Münster,,2025-05-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-06-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-07-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-08-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-09-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-10-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-11-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9594304,7.6257537,Adolph-Kolping-Platz
48143,Münster,,2025-05-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-06-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-07-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-08-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-09-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-10-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-11-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9597921,7.6237237,Aegidiikirchplatz
48143,Münster,,2025-05-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-06-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-07-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-08-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-09-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-10-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-11-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.960451,7.6230304,Aegidiimarkt
48143,Münster,,2025-05-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-06-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-07-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-08-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-09-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-10-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-11-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9592088,7.6223524,Aegidiistraße
48143,Münster,,2025-05-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48143,Münster,,2025-06-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48143,Münster,,2025-07-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48143,Münster,,2025-08-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48143,Münster,,2025-09-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48143,Münster,,2025-10-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48143,Münster,,2025-11-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9573923,7.6198522,Aegidiitor
48167,Münster,,2025-05-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-06-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-07-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-08-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-09-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-10-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-11-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48167,Münster,,2025-12-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9294082,7.6877772,Agathastraße
48155,Münster,,2025-05-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-06-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-07-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-08-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-09-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-10-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-11-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48155,Münster,,2025-12-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9546366,7.6790469,Agnes-Miegel-Straße
48161,Münster,,2025-05-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48161,Münster,,2025-06-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48161,Münster,,2025-07-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48161,Münster,,2025-08-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48161,Münster,,2025-09-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48161,Münster,,2025-10-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48161,Münster,,2025-11-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9680047,7.5701239,Ahausweg
48157,Münster,,2025-05-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-06-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-07-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-08-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-09-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-10-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-11-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48157,Münster,,2025-12-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0146149,7.6267718,Ahlertweg
48155,Münster,,2025-05-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
48155,Münster,,2025-06-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
48155,Münster,,2025-07-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
48155,Münster,,2025-08-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
48155,Münster,,2025-09-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
48155,Münster,,2025-10-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
48155,Münster,,2025-11-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9590271,7.6803656,Ahornallee
